,crn,date,subj,sub_num,course,location,section,description,instructor,credit
3562,44415,"7:10 - 8:00 PM, M",ENL,185B,ENL 185B,WELLMN 235,A02,Lit by Women 1800-1900,"Miller, E",4.0
3563,44415,"10:00 - 10:50 AM, MWF",ENL,185B,ENL 185B,BAINER 1130,A02,Lit by Women 1800-1900,"Miller, E",4.0
3564,44416,"9:00 - 9:50 AM, MWF",ENL,186,ENL 186,OLSON 118,001,"Lit, Sexuality, & Gender",4.0,
3565,23474,"3:10 - 6:00 PM, T",ENL,187A,ENL 187A,VRHIES 248,001,Literature & Media,"Boluk, S",4.0
3566,** TOPIC: NARRATIVE GAME STUDIO **,,,,,,,,,
3567,23474,"3:10 - 6:00 PM, R",ENL,187A,ENL 187A,VRHIES 248,001,Literature & Media,"Boluk, S",4.0
3568,** TOPIC: NARRATIVE GAME STUDIO **,,,,,,,,,
3569,23475,"2:10 - 3:30 PM, MW",ENL,188A,ENL 188A,VRHIES 308,001,Lit & Crit Theory,"Gray, E",4.0
3570,** TOPIC: VIOLENCE AND REPRESENTATION **,,,,,,,,,
3571,44417,"12:10 - 1:30 PM, TR",ENL,189,ENL 189,VRHIES 248,001,Seminar Literary Studies,"Dolan, F",4.0
3572,** TOPIC: CONSUMING EMPIRE **,,,,,,,,,
3573,45428,"1:40 - 3:00 PM, TR",ENL,189,ENL 189,VRHIES 248,002,Seminar Literary Studies,"Dobbins, G",4.0
3574,** TOPIC: JAMES JOYCE: ONE HUNDRED YEARS OF ULYSSES **,,,,,,,,,
3575,44419,"3:10 - 6:00 PM, R",ENL,232,ENL 232,VRHIES 120,001,Prob In English Lit,"Werth, T",4.0
3576,23672,"12:10 - 3:00 PM, W",ENL,237,ENL 237,VRHIES 248,001,Seminar for Writers,"Wenderoth, J",4.0
3577,45311,"12:10 - 3:00 PM, M",ENL,237,ENL 237,VRHIES 248,002,Seminar for Writers,"Montoya, M",4.0
3578,23675,"12:10 - 3:00 PM, R",ENL,287,ENL 287,VRHIES 120,001,Literature & Media,"Boluk, S",4.0
3579,23675,"12:10 - 3:00 PM, T",ENL,287,ENL 287,VRHIES 120,001,Literature & Media,"Boluk, S",4.0
3580,23676,"1:10 - 3:00 PM, M",ENL,288,ENL 288,VRHIES 120,001,Prospectus Workshop,"Ziser, M",4.0
3581,23676,TBA,ENL,288,ENL 288,TBA,001,Prospectus Workshop,"Ziser, M",4.0
3582,23955,"3:10 - 4:30 PM, TR",ENT,002,ENT 002,WELLMN 234,001,Biodiversity,"Lewin, H",3.0
3583,23955,TBA,ENT,002,ENT 002,TBA,001,Biodiversity,"Lewin, H",3.0
3584,23956,"10:00 - 10:50 AM, MWF",ENT,010,ENT 010,CRUESS 1002,001,Nat Hist Of Insects,"Nadler, S",3.0
3585,23998,"10:00 - 11:20 AM, TR",ENT,102,ENT 102,BRIGGS 122,001,Insect Physiology,"Chiu, J",4.0
3586,23998,"11:30 - 11:50 AM, TR",ENT,102,ENT 102,BRIGGS 122,001,Insect Physiology,"Chiu, J",4.0
3587,23999,"1:40 - 3:00 PM, TR",ENT,111,ENT 111,BRIGGS 122,001,Chemical Ecology,"Vannette, R",3.0
3588,24000,"1:10 - 2:00 PM, MWF",ENT,153,ENT 153,WELLMN 6,001,Med Entomol,"Attardo, G",3.0
3589,24138,TBA,ENT,295,ENT 295,TBA,001,Agricultural Ent & Bees,The Staff,2.0
3590,24139,"4:10 - 5:00 PM, W",ENT,297N,ENT 297N,BRIGGS 122,001,Seminar in Entomology,"Siddique, S",1.0
3591,23267,"10:00 - 10:50 AM, MWF",ENH,125,ENH 125,BOWLEY 101,A01,Greenhs & Nurs Crop Prod,"Lieth, J",5.0
3592,23267,"1:10 - 2:00 PM, F",ENH,125,ENH 125,BOWLEY 101,A01,Greenhs & Nurs Crop Prod,"Lieth, J",5.0
3593,23267,"2:10 - 5:00 PM, F",ENH,125,ENH 125,BOWLEY 101,A01,Greenhs & Nurs Crop Prod,"Lieth, J",5.0
3594,23268,"10:00 - 10:50 AM, MWF",ENH,125,ENH 125,BOWLEY 101,A02,Greenhs & Nurs Crop Prod,"Lieth, J",5.0
3595,23268,"1:10 - 2:00 PM, F",ENH,125,ENH 125,BOWLEY 101,A02,Greenhs & Nurs Crop Prod,"Lieth, J",5.0
3596,23268,"2:10 - 5:00 PM, F",ENH,125,ENH 125,BOWLEY 101,A02,Greenhs & Nurs Crop Prod,"Lieth, J",5.0
3597,23269,"12:10 - 1:30 PM, MW",ENH,133,ENH 133,ENHORT 146,A01,Woody Plants: Mgmt,"Volder, A",4.0
3598,23269,"2:10 - 4:00 PM, M",ENH,133,ENH 133,ENHORT 146,A01,Woody Plants: Mgmt,"Volder, A",4.0
3599,23269,"4:10 - 5:00 PM, M",ENH,133,ENH 133,ENHORT 146,A01,Woody Plants: Mgmt,"Volder, A",4.0
3600,45365,"12:10 - 3:00 PM, W",EVH,200,EVH 200,VRHIES 120,001,Environmental Humanities,"Miller,Warren",4.0
3601,44446,"3:10 - 5:00 PM, W",ENV,200B,ENV 200B,HART 1130,001,Environ Policy Evaluatn,"Moore, F",4.0
3602,44446,"3:10 - 5:00 PM, M",ENV,200B,ENV 200B,HART 1130,001,Environ Policy Evaluatn,"Moore, F",4.0
3603,24349,"11:30 - 11:50 AM, TR",ESM,008,ESM 008,OLSON 206,001,Water Quality at Risk,"Hernes, P",3.0
3604,24349,"10:30 - 11:20 AM, TR",ESM,008,ESM 008,OLSON 206,001,Water Quality at Risk,"Hernes, P",3.0
3605,24350,"1:40 - 3:00 PM, TR",ESM,120,ESM 120,EVERSN 176,A01,Global Environment,"Hernandez, R",4.0
3606,24350,"9:00 - 9:50 AM, W",ESM,120,ESM 120,GIEDT 1007,A01,Global Environment,"Hernandez, R",4.0
3607,24351,"1:40 - 3:00 PM, TR",ESM,120,ESM 120,EVERSN 176,A02,Global Environment,"Hernandez, R",4.0
3608,24351,"2:10 - 3:00 PM, W",ESM,120,ESM 120,SOCSCI 80,A02,Global Environment,"Hernandez, R",4.0
3609,24352,"1:10 - 2:00 PM, W",ESM,120,ESM 120,HUNT 110,A03,Global Environment,"Hernandez, R",4.0
3610,24352,"1:40 - 3:00 PM, TR",ESM,120,ESM 120,EVERSN 176,A03,Global Environment,"Hernandez, R",4.0
3611,24353,"10:00 - 10:50 AM, W",ESM,120,ESM 120,WELLMN 7,A04,Global Environment,"Hernandez, R",4.0
3612,24353,"1:40 - 3:00 PM, TR",ESM,120,ESM 120,EVERSN 176,A04,Global Environment,"Hernandez, R",4.0
3613,24354,"1:40 - 3:00 PM, TR",ESM,120,ESM 120,EVERSN 176,A05,Global Environment,"Hernandez, R",4.0
3614,24354,"3:10 - 4:00 PM, W",ESM,120,ESM 120,WELLMN 129,A05,Global Environment,"Hernandez, R",4.0
3615,24355,"11:00 - 11:50 AM, W",ESM,120,ESM 120,WELLMN 129,A06,Global Environment,"Hernandez, R",4.0
3616,24355,"1:40 - 3:00 PM, TR",ESM,120,ESM 120,EVERSN 176,A06,Global Environment,"Hernandez, R",4.0
3617,24356,"1:40 - 3:00 PM, TR",ESM,120,ESM 120,EVERSN 176,A07,Global Environment,"Hernandez, R",4.0
3618,24356,"4:10 - 5:00 PM, W",ESM,120,ESM 120,WELLMN 103,A07,Global Environment,"Hernandez, R",4.0
3619,24357,"5:10 - 6:00 PM, W",ESM,120,ESM 120,TBA,A08,Global Environment,"Hernandez, R",4.0
3620,24357,"1:40 - 3:00 PM, TR",ESM,120,ESM 120,EVERSN 176,A08,Global Environment,"Hernandez, R",4.0
3621,24358,"10:00 - 10:20 AM, TR",ESM,131,ESM 131,WELLMN 6,001,Air As A Resource,"Zhang, Q",3.0
3622,24358,"9:00 - 9:50 AM, TR",ESM,131,ESM 131,WELLMN 6,001,Air As A Resource,"Zhang, Q",3.0
3623,45563,"12:10 - 1:30 PM, TR",ESM,141,ESM 141,YOUNG 184,001,Fire Ecology,"Latimer, A",4.0
3624,24360,"12:10 - 3:00 PM, TR",ESM,186,ESM 186,TBA,A01,Environ Remote Sensing,"Jin, Y",5.0
3625,24360,"10:30 - 11:50 AM, TR",ESM,186,ESM 186,OLSON 147,A01,Environ Remote Sensing,"Jin, Y",5.0
3626,24361,"10:30 - 11:50 AM, TR",ESM,186,ESM 186,OLSON 147,A02,Environ Remote Sensing,"Jin, Y",5.0
3627,24361,"3:10 - 6:00 PM, TR",ESM,186,ESM 186,TBA,A02,Environ Remote Sensing,"Jin, Y",5.0
3628,24401,"8:30 - 9:50 AM, TR",ESP,010,ESP 010,WELLMN 202,001,Current Issues Environ,"Sadro, S",3.0
3629,24410,"9:00 - 9:50 AM, T",ESP,100,ESP 100,WICKSN 2124,A01,General Ecology,"Sih, A",4.0
3630,24410,"9:00 - 9:50 AM, MWF",ESP,100,ESP 100,EVERSN 176,A01,General Ecology,"Sih, A",4.0
3631,24411,"9:00 - 9:50 AM, MWF",ESP,100,ESP 100,EVERSN 176,A02,General Ecology,"Sih, A",4.0
3632,24411,"10:00 - 10:50 AM, T",ESP,100,ESP 100,WICKSN 2124,A02,General Ecology,"Sih, A",4.0
3633,24412,"9:00 - 9:50 AM, MWF",ESP,100,ESP 100,EVERSN 176,A03,General Ecology,"Sih, A",4.0
3634,24412,"11:00 - 11:50 AM, T",ESP,100,ESP 100,WICKSN 2124,A03,General Ecology,"Sih, A",4.0
3635,24413,"9:00 - 9:50 AM, MWF",ESP,100,ESP 100,EVERSN 176,A04,General Ecology,"Sih, A",4.0
3636,24413,"12:10 - 1:00 PM, T",ESP,100,ESP 100,WICKSN 2124,A04,General Ecology,"Sih, A",4.0
3637,24414,"9:00 - 9:50 AM, MWF",ESP,100,ESP 100,EVERSN 176,A05,General Ecology,"Sih, A",4.0
3638,24414,"1:10 - 2:00 PM, T",ESP,100,ESP 100,WICKSN 2120B,A05,General Ecology,"Sih, A",4.0
3639,24415,"2:10 - 3:00 PM, T",ESP,100,ESP 100,WICKSN 2120B,A06,General Ecology,"Sih, A",4.0
3640,24415,"9:00 - 9:50 AM, MWF",ESP,100,ESP 100,EVERSN 176,A06,General Ecology,"Sih, A",4.0
3641,24416,"10:00 - 10:50 AM, MW",ESP,106,ESP 106,WELLMN 229,001,Env Data Science,"Moore, F",4.0
3642,24416,"1:10 - 4:00 PM, MW",ESP,106,ESP 106,PLESC 1137,001,Env Data Science,"Moore, F",4.0
3643,24417,"12:10 - 1:00 PM, M",ESP,110,ESP 110,OLSON 267,A01,Princ Environ Science,"Largier, J",4.0
3644,24417,"3:10 - 4:30 PM, R",ESP,110,ESP 110,WELLMN 226,A01,Princ Environ Science,"Largier, J",4.0
3645,24417,"3:10 - 4:30 PM, F",ESP,110,ESP 110,SHLDS 167,A01,Princ Environ Science,"Largier, J",4.0
3646,24418,"1:10 - 2:00 PM, M",ESP,110,ESP 110,OLSON 207,A02,Princ Environ Science,"Largier, J",4.0
3647,24418,"3:10 - 4:30 PM, R",ESP,110,ESP 110,WELLMN 226,A02,Princ Environ Science,"Largier, J",4.0
3648,24418,"3:10 - 4:30 PM, F",ESP,110,ESP 110,SHLDS 167,A02,Princ Environ Science,"Largier, J",4.0
3649,24419,"2:10 - 3:00 PM, M",ESP,110,ESP 110,SOCSCI 80,A03,Princ Environ Science,"Largier, J",4.0
3650,24419,"3:10 - 4:30 PM, F",ESP,110,ESP 110,SHLDS 167,A03,Princ Environ Science,"Largier, J",4.0
3651,24419,"3:10 - 4:30 PM, R",ESP,110,ESP 110,WELLMN 226,A03,Princ Environ Science,"Largier, J",4.0
3652,24420,"9:00 - 9:50 AM, F",ESP,111,ESP 111,OLSON 144,001,Marine Environ Issues,"Largier, J",1.0
3653,24421,"11:00 - 11:50 AM, W",ESP,121,ESP 121,HUTCH 73,A01,Population Ecology,"Baskett, M",4.0
3654,24421,"12:10 - 1:30 PM, TR",ESP,121,ESP 121,WELLMN 115,A01,Population Ecology,"Baskett, M",4.0
3655,24422,"12:10 - 1:30 PM, TR",ESP,121,ESP 121,WELLMN 115,A02,Population Ecology,"Baskett, M",4.0
3656,24422,"12:10 - 1:00 PM, W",ESP,121,ESP 121,HUTCH 73,A02,Population Ecology,"Baskett, M",4.0
3657,24424,"8:00 - 8:50 AM, W",ESP,162,ESP 162,SCILAB 2060,A01,Environmental Policy,"Springborn, M",4.0
3658,24424,"3:10 - 4:30 PM, TR",ESP,162,ESP 162,WELLMN 106,A01,Environmental Policy,"Springborn, M",4.0
3659,24425,"9:00 - 9:50 AM, W",ESP,162,ESP 162,SCILAB 2060,A02,Environmental Policy,"Springborn, M",4.0
3660,24425,"3:10 - 4:30 PM, TR",ESP,162,ESP 162,WELLMN 106,A02,Environmental Policy,"Springborn, M",4.0
3661,24426,"10:00 - 10:50 AM, W",ESP,162,ESP 162,SCILAB 2060,A03,Environmental Policy,"Springborn, M",4.0
3662,24426,"3:10 - 4:30 PM, TR",ESP,162,ESP 162,WELLMN 106,A03,Environmental Policy,"Springborn, M",4.0
3663,24427,"11:00 - 11:50 AM, W",ESP,162,ESP 162,SCILAB 2060,A04,Environmental Policy,"Springborn, M",4.0
3664,24427,"3:10 - 4:30 PM, TR",ESP,162,ESP 162,WELLMN 106,A04,Environmental Policy,"Springborn, M",4.0
3665,24430,"10:30 - 11:50 AM, TR",ESP,168B,ESP 168B,YOUNG 184,A01,Environ Policy Eval,"Sanchirico, J",4.0
3666,24430,"9:00 - 9:50 AM, W",ESP,168B,ESP 168B,WICKSN 2124,A01,Environ Policy Eval,"Sanchirico, J",4.0
3667,24431,"10:30 - 11:50 AM, TR",ESP,168B,ESP 168B,YOUNG 184,A02,Environ Policy Eval,"Sanchirico, J",4.0
3668,24431,"10:00 - 10:50 AM, W",ESP,168B,ESP 168B,WICKSN 2124,A02,Environ Policy Eval,"Sanchirico, J",4.0
3669,24432,"10:30 - 11:50 AM, TR",ESP,168B,ESP 168B,YOUNG 184,A03,Environ Policy Eval,"Sanchirico, J",4.0
3670,24432,"11:00 - 11:50 AM, W",ESP,168B,ESP 168B,WICKSN 2124,A03,Environ Policy Eval,"Sanchirico, J",4.0
3671,24434,"1:40 - 3:00 PM, TR",ESP,178,ESP 178,WALKER 1320,A01,Appl Research Methods,4.0,
3672,24434,"1:10 - 2:00 PM, W",ESP,178,ESP 178,WICKSN 2124,A01,Appl Research Methods,4.0,
3673,24435,"1:40 - 3:00 PM, TR",ESP,178,ESP 178,WALKER 1320,A02,Appl Research Methods,4.0,
3674,24435,"2:10 - 3:00 PM, W",ESP,178,ESP 178,WICKSN 2124,A02,Appl Research Methods,4.0,
3675,24436,"1:40 - 3:00 PM, TR",ESP,178,ESP 178,WALKER 1320,A03,Appl Research Methods,4.0,
3676,24436,"3:10 - 4:00 PM, W",ESP,178,ESP 178,WICKSN 2124,A03,Appl Research Methods,4.0,
3677,24437,"4:40 - 6:00 PM, TR",ESP,179,ESP 179,GIEDT 1003,A01,Env Impact Assessment,The Staff,4.0
3678,24437,"9:00 - 9:50 AM, F",ESP,179,ESP 179,WICKSN 2124,A01,Env Impact Assessment,The Staff,4.0
3679,24438,"4:40 - 6:00 PM, TR",ESP,179,ESP 179,GIEDT 1003,A02,Env Impact Assessment,The Staff,4.0
3680,24438,"10:00 - 10:50 AM, F",ESP,179,ESP 179,WICKSN 2124,A02,Env Impact Assessment,The Staff,4.0
3681,24439,"4:40 - 6:00 PM, TR",ESP,179,ESP 179,GIEDT 1003,A03,Env Impact Assessment,The Staff,4.0
3682,24439,"11:00 - 11:50 AM, F",ESP,179,ESP 179,WICKSN 2124,A03,Env Impact Assessment,The Staff,4.0
3683,24440,"4:40 - 6:00 PM, TR",ESP,179,ESP 179,GIEDT 1003,A04,Env Impact Assessment,The Staff,4.0
3684,24440,"12:10 - 1:00 PM, F",ESP,179,ESP 179,WICKSN 2124,A04,Env Impact Assessment,The Staff,4.0
3685,24441,"4:40 - 6:00 PM, TR",ESP,179,ESP 179,GIEDT 1003,A05,Env Impact Assessment,The Staff,4.0
3686,24441,"1:10 - 2:00 PM, F",ESP,179,ESP 179,WICKSN 2124,A05,Env Impact Assessment,The Staff,4.0
3687,24442,"4:40 - 6:00 PM, TR",ESP,179,ESP 179,GIEDT 1003,A06,Env Impact Assessment,The Staff,4.0
3688,24442,"2:10 - 3:00 PM, F",ESP,179,ESP 179,WICKSN 2124,A06,Env Impact Assessment,The Staff,4.0
3689,24443,"4:40 - 6:00 PM, TR",ESP,179,ESP 179,GIEDT 1003,A07,Env Impact Assessment,The Staff,4.0
3690,24443,"3:10 - 4:00 PM, F",ESP,179,ESP 179,WICKSN 2124,A07,Env Impact Assessment,The Staff,4.0
3691,24446,TBA,ESP,191A,ESP 191A,TBA,001,Sustainability Workshop,"Tomich, T",3.0
3692,24446,"1:10 - 2:00 PM, TR",ESP,191A,ESP 191A,WICKSN 2124,001,Sustainability Workshop,"Tomich, T",3.0
3693,44652,"3:10 - 5:00 PM, W",ESP,212B,ESP 212B,HART 1130,001,Environ Policy Evaluatn,"Moore, F",4.0
3694,44652,"3:10 - 5:00 PM, M",ESP,212B,ESP 212B,HART 1130,001,Environ Policy Evaluatn,"Moore, F",4.0
3695,24485,"2:10 - 4:00 PM, TR",ESP,275,ESP 275,WELLMN 127,001,Resource & Environ Econ,"Agerton, M",4.0
3696,24524,"11:00 - 11:50 AM, MWF",ETX,010,ETX 010,SOCSCI 1100,001,Intro Environ Toxicology,"La Merrill, M",3.0
3697,24525,"9:00 - 9:50 AM, MWF",ETX,020,ETX 020,MONDAV 114,001,Intro Forensic Science,"Wood, M",3.0
3698,24570,"1:10 - 2:00 PM, MWF",ETX,102A,ETX 102A,WELLMN 226,A01,Env Fate of Toxicants,"Nguyen, T",4.0
3699,24570,"11:00 - 11:50 AM, F",ETX,102A,ETX 102A,BAINER 1060,A01,Env Fate of Toxicants,"Nguyen, T",4.0
3700,24571,"1:10 - 2:00 PM, MWF",ETX,102A,ETX 102A,WELLMN 226,A02,Env Fate of Toxicants,"Nguyen, T",4.0
3701,24571,"9:00 - 9:50 AM, R",ETX,102A,ETX 102A,BAINER 1132,A02,Env Fate of Toxicants,"Nguyen, T",4.0
3702,24572,"10:00 - 10:50 AM, W",ETX,103A,ETX 103A,HART 1128,A01,Bio Effects of Toxicants,"Nicklisch, S",4.0
3703,24572,"9:00 - 9:50 AM, MWF",ETX,103A,ETX 103A,RESSLR 55,A01,Bio Effects of Toxicants,"Nicklisch, S",4.0
3704,24573,"10:00 - 10:50 AM, M",ETX,103A,ETX 103A,HART 1128,A02,Bio Effects of Toxicants,"Nicklisch, S",4.0
3705,24573,"9:00 - 9:50 AM, MWF",ETX,103A,ETX 103A,RESSLR 55,A02,Bio Effects of Toxicants,"Nicklisch, S",4.0
3706,24574,"9:00 - 9:50 AM, MWF",ETX,103A,ETX 103A,RESSLR 55,A03,Bio Effects of Toxicants,"Nicklisch, S",4.0
3707,24574,"10:00 - 10:50 AM, F",ETX,103A,ETX 103A,WICKSN 1038,A03,Bio Effects of Toxicants,"Nicklisch, S",4.0
3708,24575,"3:10 - 4:00 PM, MW",ETX,110,ETX 110,ROBBNS 146,001,Toxic Tragedies & Impact,"Rice, R",2.0
3709,24576,"10:00 - 11:20 AM, TR",ETX,111,ETX 111,MEYER 1135,001,Intro to Mass Spec,"Nguyen, T",3.0
3710,24578,"3:10 - 4:30 PM, TR",ETX,138,ETX 138,RESSLR 55,001,Legal Aspects Env Tox,"Riveles, K",3.0
3711,24773,"4:10 - 5:30 PM, MW",ETX,278,ETX 278,OLSON 147,001,Molecular Techniques,"Parker, G",3.0
3712,24220,"9:30 - 10:50 AM, MW",EPI,203,EPI 203,VALLEY 1010,001,Quantitative Epi II,"Bang, H",4.0
3713,24220,"11:00 - 11:30 AM, MW",EPI,203,EPI 203,VALLEY 1010,001,Quantitative Epi II,"Bang, H",4.0
3714,24221,TBA,EPI,206,EPI 206,TBA,001,Epi Study Design,"Atwill,Conlon",4.0
3715,24221,"10:00 - 11:20 AM, TR",EPI,206,EPI 206,VM3B 1105,001,Epi Study Design,"Atwill,Conlon",4.0
3716,24221,"11:30 - 11:50 AM, TR",EPI,206,EPI 206,VM3B 1105,001,Epi Study Design,"Atwill,Conlon",4.0
3717,24222,TBA,EPI,209,EPI 209,TBA,001,Epi Hist in Publc Health,"Hertz-Picciotto, I",2.0
3718,24222,"2:10 - 4:00 PM, T",EPI,209,EPI 209,GIEDT 1007,001,Epi Hist in Publc Health,"Hertz-Picciotto, I",2.0
3719,24225,"2:10 - 3:00 PM, R",EPI,272,EPI 272,CHSL 24,001,Cancer Epidemiology,"Cress, R",2.0
3720,24225,"3:10 - 4:00 PM, R",EPI,272,EPI 272,CHSL 24,001,Cancer Epidemiology,"Cress, R",2.0
3721,24226,"9:00 - 10:50 AM, F",EPI,280,EPI 280,CHSL 24,001,Intro to SAS,"Dove, M",3.0
3722,24226,"11:00 - 11:50 AM, F",EPI,280,EPI 280,CHSL 24,001,Intro to SAS,"Dove, M",3.0
3723,24227,"12:10 - 1:00 PM, M",EPI,290,EPI 290,REMOTE,001,Epidemiology Seminars,"Bang,Martinez Lopez",0.500
3724,24902,"3:10 - 4:30 PM, TR",EVE,002,EVE 002,WELLMN 234,001,Biodiversity,"Lewin, H",3.0
3725,24902,TBA,EVE,002,EVE 002,TBA,001,Biodiversity,"Lewin, H",3.0
3726,24966,"2:10 - 3:30 PM, MW",EVE,100,EVE 100,PITZER 1010,A01,Intro to Evolution,"Coop, G",4.0
3727,24966,"9:00 - 9:50 AM, F",EVE,100,EVE 100,STORER 1350,A01,Intro to Evolution,"Coop, G",4.0
3728,24967,"10:00 - 10:50 AM, F",EVE,100,EVE 100,STORER 1350,A02,Intro to Evolution,"Coop, G",4.0
3729,24967,"2:10 - 3:30 PM, MW",EVE,100,EVE 100,PITZER 1010,A02,Intro to Evolution,"Coop, G",4.0
3730,24968,"2:10 - 3:30 PM, MW",EVE,100,EVE 100,PITZER 1010,A03,Intro to Evolution,"Coop, G",4.0
3731,24968,"11:00 - 11:50 AM, F",EVE,100,EVE 100,STORER 1350,A03,Intro to Evolution,"Coop, G",4.0
3732,24969,"2:10 - 3:30 PM, MW",EVE,100,EVE 100,PITZER 1010,A04,Intro to Evolution,"Coop, G",4.0
3733,24969,"12:10 - 1:00 PM, F",EVE,100,EVE 100,STORER 1350,A04,Intro to Evolution,"Coop, G",4.0
3734,24970,"1:10 - 2:00 PM, F",EVE,100,EVE 100,STORER 1350,A05,Intro to Evolution,"Coop, G",4.0
3735,24970,"2:10 - 3:30 PM, MW",EVE,100,EVE 100,PITZER 1010,A05,Intro to Evolution,"Coop, G",4.0
3736,24971,"2:10 - 3:00 PM, F",EVE,100,EVE 100,STORER 1350,A06,Intro to Evolution,"Coop, G",4.0
3737,24971,"2:10 - 3:30 PM, MW",EVE,100,EVE 100,PITZER 1010,A06,Intro to Evolution,"Coop, G",4.0
3738,24972,"3:10 - 4:00 PM, F",EVE,100,EVE 100,STORER 1350,A07,Intro to Evolution,"Coop, G",4.0
3739,24972,"2:10 - 3:30 PM, MW",EVE,100,EVE 100,PITZER 1010,A07,Intro to Evolution,"Coop, G",4.0
3740,24973,"4:10 - 5:00 PM, F",EVE,100,EVE 100,STORER 1350,A08,Intro to Evolution,"Coop, G",4.0
3741,24973,"2:10 - 3:30 PM, MW",EVE,100,EVE 100,PITZER 1010,A08,Intro to Evolution,"Coop, G",4.0
3742,24974,"2:10 - 3:30 PM, MW",EVE,100,EVE 100,PITZER 1010,A09,Intro to Evolution,"Coop, G",4.0
3743,24974,"9:00 - 9:50 AM, F",EVE,100,EVE 100,STORER 335,A09,Intro to Evolution,"Coop, G",4.0
3744,24975,"2:10 - 3:30 PM, MW",EVE,100,EVE 100,PITZER 1010,A10,Intro to Evolution,"Coop, G",4.0
3745,24975,"10:00 - 10:50 AM, F",EVE,100,EVE 100,STORER 335,A10,Intro to Evolution,"Coop, G",4.0
3746,24976,"2:10 - 3:30 PM, MW",EVE,100,EVE 100,PITZER 1010,A11,Intro to Evolution,"Coop, G",4.0
3747,24976,"11:00 - 11:50 AM, F",EVE,100,EVE 100,STORER 335,A11,Intro to Evolution,"Coop, G",4.0
3748,24977,"2:10 - 3:30 PM, MW",EVE,100,EVE 100,PITZER 1010,A12,Intro to Evolution,"Coop, G",4.0
3749,24977,"12:10 - 1:00 PM, F",EVE,100,EVE 100,STORER 335,A12,Intro to Evolution,"Coop, G",4.0
3750,24978,"9:00 - 9:50 AM, W",EVE,101,EVE 101,STORER 1350,A01,Introduction to Ecology,"Gremer, J",4.0
3751,24978,"10:30 - 11:50 AM, TR",EVE,101,EVE 101,CRUESS 1002,A01,Introduction to Ecology,"Gremer, J",4.0
3752,24979,"10:30 - 11:50 AM, TR",EVE,101,EVE 101,CRUESS 1002,A02,Introduction to Ecology,"Gremer, J",4.0
3753,24979,"12:10 - 1:00 PM, W",EVE,101,EVE 101,STORER 1350,A02,Introduction to Ecology,"Gremer, J",4.0
3754,24980,"10:00 - 10:50 AM, W",EVE,101,EVE 101,STORER 1350,A03,Introduction to Ecology,"Gremer, J",4.0
3755,24980,"10:30 - 11:50 AM, TR",EVE,101,EVE 101,CRUESS 1002,A03,Introduction to Ecology,"Gremer, J",4.0
3756,24981,"10:30 - 11:50 AM, TR",EVE,101,EVE 101,CRUESS 1002,A04,Introduction to Ecology,"Gremer, J",4.0
3757,24981,"11:00 - 11:50 AM, W",EVE,101,EVE 101,STORER 1350,A04,Introduction to Ecology,"Gremer, J",4.0
3758,24982,"10:30 - 11:50 AM, TR",EVE,101,EVE 101,CRUESS 1002,A05,Introduction to Ecology,"Gremer, J",4.0
3759,24982,"1:10 - 2:00 PM, W",EVE,101,EVE 101,STORER 1350,A05,Introduction to Ecology,"Gremer, J",4.0
3760,24983,"2:10 - 3:00 PM, W",EVE,101,EVE 101,STORER 1350,A06,Introduction to Ecology,"Gremer, J",4.0
3761,24983,"10:30 - 11:50 AM, TR",EVE,101,EVE 101,CRUESS 1002,A06,Introduction to Ecology,"Gremer, J",4.0
3762,24984,"9:00 - 9:50 AM, W",EVE,101,EVE 101,STORER 335,A07,Introduction to Ecology,"Gremer, J",4.0
3763,24984,"10:30 - 11:50 AM, TR",EVE,101,EVE 101,CRUESS 1002,A07,Introduction to Ecology,"Gremer, J",4.0
3764,24985,"10:30 - 11:50 AM, TR",EVE,101,EVE 101,CRUESS 1002,A08,Introduction to Ecology,"Gremer, J",4.0
3765,24985,"10:00 - 10:50 AM, W",EVE,101,EVE 101,STORER 335,A08,Introduction to Ecology,"Gremer, J",4.0
3766,45191,"1:40 - 3:00 PM, TR",EVE,103,EVE 103,PHYSIC 130,A01,Phylogeny/Speciation,"Moore,Turelli",4.0
3767,45191,"9:00 - 11:50 AM, F",EVE,103,EVE 103,SCC 2103,A01,Phylogeny/Speciation,"Moore,Turelli",4.0
3768,45198,"1:40 - 3:00 PM, TR",EVE,103,EVE 103,PHYSIC 130,A02,Phylogeny/Speciation,"Moore,Turelli",4.0
3769,45198,"1:10 - 4:00 PM, F",EVE,103,EVE 103,SCC 2103,A02,Phylogeny/Speciation,"Moore,Turelli",4.0
3770,24986,"9:00 - 9:50 AM, F",EVE,111,EVE 111,OLSON 144,001,Marine Environ Issues,"Largier, J",1.0
3771,45209,"10:30 - 11:50 AM, TR",EVE,112,EVE 112,HART 1150,001,Biology of Invertebrates,"Sanford, E",3.0
3772,45210,"1:10 - 4:00 PM, MW",EVE,112L,EVE 112L,SCILAB 1079,001,Biol Invertebrates Lab,"Sanford, E",2.0
3773,45211,"1:10 - 4:00 PM, TR",EVE,112L,EVE 112L,SCILAB 1079,002,Biol Invertebrates Lab,"Sanford, E",2.0
3774,45202,"11:00 - 11:50 AM, MWF",EVE,120,EVE 120,STORER 1342,001,Global Change Ecology,"Strong, D",3.0
